school,address,profileId,reason,sourceUrl,verificationSource
大连装备制造职业技术学院,辽宁省大连市金州新区大魏家街道魏兴路66号,2356,仅定位至城市，县区待核,,
大连艺术学院,校本部：辽宁省大连市金普新区同汇路19号,2353,仅定位至城市，县区待核,,
大连艺术学院,老校区：辽宁省大连市经济技术开发区东北大街92号,2353,仅定位至城市，县区待核,,
大连东软信息学院,博川校区：辽宁省大连市高新园区博川路8号,2351,仅定位至城市，县区待核,,
大连医科大学中山学院,辽宁省大连市高新区爱贤街28号,2348,仅定位至城市，县区待核,,
锦州医科大学医疗学院,松山校区：辽宁省锦州市高新技术产业园区昆明街2A号,2347,仅定位至城市，县区待核,,
锦州医科大学医疗学院,滨海校区：辽宁省锦州市经济技术开发区辽东大街10号,2347,仅定位至城市，县区待核,,
大连科技学院,辽宁省大连市旅顺经济开发区滨港路999-26号,2338,仅定位至城市，县区待核,,
辽宁建筑职业学院,南校区：辽宁省辽阳市南郊街11号,2334,仅定位至城市，县区待核,,
山西工学院,长宁校区：山西省朔州市开发区长宁街11号,2325,仅定位至城市，县区待核,,
朔州职业技术学院,山西省朔州市张辽南路紫金街1号,2323,仅定位至城市，县区待核,,
山西经贸职业学院,滨河校区：山西省太原市南内环西街1号,2322,仅定位至城市，县区待核,,
山西经贸职业学院,龙山校区：山西省太原市晋祠路三段629号,2322,仅定位至城市，县区待核,,
乌兰察布医学高等专科学校,内蒙古自治区乌兰察布市集宁新区满达东街11号,2317,仅定位至城市，县区待核,,
长春大学旅游学院,净月校区：吉林省长春市长春净月高新技术产业开发区福祉街道潭西社区福祉大路1595号,2315,仅定位至城市，县区待核,,
长春财经学院,吉林省长春市净月国家高新技术产业开发区擎天树街58号,2314,仅定位至城市，县区待核,,
长春光华学院,武汉路校区：吉林省长春市经济技术开发区武汉路3555号,2313,仅定位至城市，县区待核,,
长春光华学院,合肥路校区：吉林省长春市长春经济技术开发区合肥路与富阳街交汇处东,2313,仅定位至城市，县区待核,,
石家庄理工职业学院,鹿泉校区：河北省石家庄市中山西路石柏南大街178号,2311,仅定位至城市，县区待核,,
石家庄人民医学高等专科学校,南校区：石家庄市红旗大街汇丰路18号,2309,仅定位至城市，县区待核,,
石家庄人民医学高等专科学校,北校区：石家庄市正定树林北路188号,2309,仅定位至城市，县区待核,,
沧州幼儿师范高等专科学校,沧州校区：河北省沧州市解放东路155号,2307,仅定位至城市，县区待核,,
河北对外经贸职业学院,河北省秦皇岛市北戴河新区戴河大街6号,2305,仅定位至城市，县区待核,,
天津天狮学院,翠亨路校区：天津市武清开发区翠亨路128号,2304,仅定位至城市，县区待核,,
天津天狮学院,泉州路校区：天津市武清开发区泉州路11号,2304,仅定位至城市，县区待核,,
天津理工大学中环信息学院,海河园院区：天津海河教育园区雅深路6号,2302,仅定位至城市，县区待核,,
三亚航空旅游职业学院,海南省三亚市凤凰路218号,2293,仅定位至城市，县区待核,,
海南外国语职业学院,海南省文昌市教育路178号,2291,第三方档案县区代码（非官网核验）,,
银川能源学院,滨河校区：宁夏银川市滨河新区国际科教城汉关路与星河街路口,2289,仅定位至城市，县区待核,,
贵州航天职业技术学院,新蒲大学城校区：贵州省遵义市新蒲新区平安大道,2268,仅定位至城市，县区待核,,
贵州警察学院,贵州省贵阳市双龙航空港经济区见龙洞路175号,2266,仅定位至城市，县区待核,,
西安高新科技职业学院,西安市西咸新区泾河新城,2264,仅定位至城市，县区待核,,
西安城市建设职业学院,陕西省西安市高新区东大温泉大道002号,2263,仅定位至城市，县区待核,,
陕西旅游烹饪职业学院,泾河新城校区：陕西省西安市西咸新区泾河新城陕旅大道,2258,仅定位至城市，县区待核,,
陕西国际商贸学院,陕西省西安市沣渭新区大学园统一西路35号,2255,仅定位至城市，县区待核,,
陕西科技大学镐京学院,陕西省西安市西咸新区沣西新城统一大道,2254,仅定位至城市，县区待核,,
西安建筑科技大学华清学院,幸福校区：陕西省西安市幸福南路109号,2253,仅定位至城市，县区待核,,
铜川职业技术学院,陕西省铜川市新区朝阳路8号,2250,仅定位至城市，县区待核,,
渭南职业技术学院,高新校区：陕西省渭南市高新区胜利大街西段科教园区,2248,仅定位至城市，县区待核,,
商洛职业技术学院,陕西省商洛市商鞅大道西段丹南新区,2245,仅定位至城市，县区待核,,
西安职业技术学院,辛家庙校区：陕西省西安市太元路99号,2244,仅定位至城市，县区待核,,
咸阳职业技术学院,陕西省咸阳市沣河新区统一大道,2243,仅定位至城市，县区待核,,
西安铁路职业技术学院,港务校区：陕西省西安国际港务区港务大道396号,2242,仅定位至城市，县区待核,,
陕西邮电职业技术学院,咸阳校区：陕西省咸阳市文林路中段,2241,仅定位至城市，县区待核,,
陕西铁路工程职业技术学院,临渭校区：陕西省渭南市站北街东段1号,2239,仅定位至城市，县区待核,,
陕西铁路工程职业技术学院,高新校区：陕西省渭南市高新区胜利大街西段,2239,仅定位至城市，县区待核,,
陕西财经职业技术学院,陕西省咸阳市文林路1号,2237,仅定位至城市，县区待核,,
陕西能源职业技术学院,咸阳校区：陕西省咸阳市文林路29号,2234,仅定位至城市，县区待核,,
陕西工业职业技术大学,渭城校区：陕西省咸阳市文汇西路12号,2232,仅定位至城市，县区待核,,
无锡太湖学院,江苏省无锡市钱荣路68号,2222,仅定位至城市，县区待核,,
江苏财经职业技术学院,江苏省淮安市高教园区枚乘东路8号,2219,仅定位至城市，县区待核,,
盐城工业职业技术学院,江苏省盐城市解放南路285号,2218,仅定位至城市，县区待核,,
无锡城市职业技术学院,南校区：无锡文良路45号,2216,仅定位至城市，县区待核,,
江阴职业技术学院,江苏省无锡市江阴锡澄路168号,2215,仅定位至城市，县区待核,,
宿迁职业技术学院,江苏省宿迁市湖滨新城合欢路8号,2213,仅定位至城市，县区待核,,
苏州工业园区职业技术学院,江苏省苏州市工业园区独墅湖科教创新区若水路1号,2211,仅定位至城市，县区待核,,
连云港职业技术学院,江苏省连云港市晨光路2号,2203,仅定位至城市，县区待核,,
苏州工艺美术职业技术学院,江苏省苏州市吴中大道国际教育园南区致能大道189号,2202,仅定位至城市，县区待核,,
镇江市高等专科学校,校本部：江苏省镇江市高校园区长香西大道518号,2201,仅定位至城市，县区待核,,
黑龙江交通职业技术学院,哈尔滨校区：黑龙江省哈尔滨新区（江北大学城）学院路88号,2195,仅定位至城市，县区待核,,
黑龙江公安警官职业学院,黑龙江省哈尔滨市呼兰利民开发区学院路333号,2193,仅定位至城市，县区待核,,
齐齐哈尔高等师范专科学校,黑龙江省齐齐哈尔市民航路566号,2190,仅定位至城市，县区待核,,
昆明艺术职业学院,高新校区：昆明国家高新技术产业开发区——昆明新城区高新技术产业基地,2186,仅定位至城市，县区待核,,
云南工商学院,云南省昆明市嵩明职教新城,2185,仅定位至城市，县区待核,,
昆明文理学院,杨林校区：云南省昆明市嵩明职教新城文海路1号,2181,仅定位至城市，县区待核,,
云南林业职业技术学院,石林校区：云南省昆明市石林县环城东路,2179,仅定位至城市，县区待核,,
云南机电职业技术学院,杨林校区：昆明市嵩明职教新城文苑路1号,2178,仅定位至城市，县区待核,,
云南国防工业职业技术学院,学府校区：云南省昆明市学府路113号,2177,仅定位至城市，县区待核,,
云南能源职业技术学院,麒麟校区：云南省曲靖市职教园区文苑北路,2175,仅定位至城市，县区待核,,
云南体育运动职业技术学院,云南省昆明市海埂体院路3号,2172,仅定位至城市，县区待核,,
云南司法警官职业学院,昆明市空港经济区大板桥金盾苑1号,2170,仅定位至城市，县区待核,,
云南农业职业技术学院,茭菱校区：云南省昆明市茭菱路128号,2169,仅定位至城市，县区待核,,
云南交通职业技术大学,呈贡校区：云南省昆明市呈贡大学城万青路2056号,2167,仅定位至城市，县区待核,,
云南国土资源职业学院,经开校区：云南省经济技术开发区经牛路2号,2166,仅定位至城市，县区待核,,
昆明冶金职业大学,莲华校区：云南省昆明市学府路388号,2159,仅定位至城市，县区待核,,
普洱学院,云南省普洱市学苑路6号,2158,仅定位至城市，县区待核,,
青岛黄海学院,山东省青岛市西海岸新区灵海路1145号,2155,仅定位至城市，县区待核,,
山东华宇工学院,山东省德州市大学东路968号,2154,仅定位至城市，县区待核,,
山东外事职业大学,威海校区：山东省威海市乳山银滩AAAA旅游度假区,2148,仅定位至城市，县区待核,,
青岛恒星科技学院,山东省青岛市九水东路588号,2141,仅定位至城市，县区待核,,
德州科技职业学院,德州校区：山东省德州天衢新区马颊河路2499号,2140,仅定位至城市，县区待核,,
山东力明科技职业学院,泰安校区：山东省泰安高新区东天门大街999号,2139,仅定位至城市，县区待核,,
山东英才学院,主校区：山东省济南市高新区英才路2号,2133,仅定位至城市，县区待核,,
山东英才学院,北校区：山东省济南市济阳崔寨,2133,仅定位至城市，县区待核,,
山东司法警官职业学院,济南校区：山东省济南市二环东路6997号,2130,仅定位至城市，县区待核,,
山东城市建设职业学院,山东省济南市旅游路东首4657号,2128,仅定位至城市，县区待核,,
山东药品食品职业学院,威海校区：山东省威海市高技术产业开发区科技新城和兴路1510号,2126,仅定位至城市，县区待核,,
山东铝业职业学院,威海校区：山东省威海市南海新区金海路118号,2124,仅定位至城市，县区待核,,
山东旅游职业学院,山东省济南市经十东路3556号,2123,仅定位至城市，县区待核,,
山东电子职业技术学院,章丘校区：山东省济南市章丘大学城文化路888号,2122,仅定位至城市，县区待核,,
济南职业学院,舜耕校区：山东省济南市舜耕路12号,2120,仅定位至城市，县区待核,,
山东化工职业学院,山东省潍坊市滨海经济开发区汉江东一街03699号,2119,仅定位至城市，县区待核,,
山东工业职业学院,山东省淄博市高新区张北路69号,2118,仅定位至城市，县区待核,,
山东信息职业技术学院,滨海校区：山东省潍坊市滨海经济开发区智慧南二街588号,2114,仅定位至城市，县区待核,,
山东交通职业学院,潍坊校区：山东省潍坊市渤海路7369号,2111,仅定位至城市，县区待核,,
山东水利职业学院,山东省日照市学苑路677号,2109,仅定位至城市，县区待核,,
山东服装职业学院,山东省泰安市天烛峰路299号,2108,仅定位至城市，县区待核,,
潍坊职业学院,滨海校区：山东省潍坊市滨海经济技术开发区央子街道汉江东一街02999号,2103,仅定位至城市，县区待核,,
潍坊职业学院,奎文校区：山东省潍坊市东风东街8029号,2103,仅定位至城市，县区待核,,
莱芜职业技术学院,山东省济南市莱芜高新区山财大街1号,2101,仅定位至城市，县区待核,,
山东劳动职业技术学院,主校区：山东省济南市长清大学科技园区海棠路800号,2100,仅定位至城市，县区待核,,
山东劳动职业技术学院,槐荫校区：山东省济南市经十路23266号,2100,仅定位至城市，县区待核,,
威海职业学院,山东省威海市科技新城,2099,仅定位至城市，县区待核,,
淄博师范高等专科学校,山东省淄博市淄川经济开发区唐骏欧铃路99号,2095,仅定位至城市，县区待核,,
山东电力高等专科学校,校本部：山东省济南市二环南路500号,2094,仅定位至城市，县区待核,,
山东电力高等专科学校,泰安龙潭路校区：泰安市龙潭路179号,2094,仅定位至城市，县区待核,,
山东电力高等专科学校,泰安明堂路校区：泰安市明堂路9号,2094,仅定位至城市，县区待核,,
四川文化传媒职业学院,成都校区：四川省成都崇州崇庆南路230号,2092,仅定位至城市，县区待核,,
四川科技职业学院,天府校区：天府新区视高经济开发区花海大道大学路1号,2090,仅定位至城市，县区待核,,
四川科技职业学院,环天府校区：环天府新区天府大道陵州大学城1号,2090,仅定位至城市，县区待核,,
四川中医药高等专科学校,主校区：四川省绵阳市教育中路1号,2082,仅定位至城市，县区待核,,
重庆城市管理职业大学,大学城校区：重庆高新区虎溪大学城南二路151号,2080,仅定位至城市，县区待核,,
石河子职业技术大学,新疆维吾尔自治区石河子市北五路185号（石河子经济技术开发区）,2076,第三方档案县区代码（非官网核验）,,
巴音郭楞职业技术学院,校本部：新疆库尔勒经济技术开发区乐悟路36号,2075,仅定位至城市，县区待核,,
巴音郭楞职业技术学院,产教融合示范园校区： 新疆维吾尔自治区库尔勒经济技术开发区康盛路东四巷36号,2075,仅定位至城市，县区待核,,
新疆工程学院,南昌路校区：乌鲁木齐市南昌路236号,2066,仅定位至城市，县区待核,,
中山职业技术学院,广东省中山市东区博爱七路25号,2053,仅定位至城市，县区待核,,
广东轻工职业技术大学,南海校区：广东省佛山市南海软件科技园,2048,仅定位至城市，县区待核,,
湖南电子科技职业学院,东校区：湖南省长沙市浏阳经济开发区金阳大道3050号,2046,仅定位至城市，县区待核,,
湖南软件职业技术大学,和平校区（老校区）：湖南省湘潭市湘潭经济技术开发区开源路25号,2042,仅定位至城市，县区待核,,
湖南软件职业技术大学,九华校区（新校区）：湖南省湘潭市湘潭经济技术开发区湘江路15号,2042,仅定位至城市，县区待核,,
湖南信息学院,湖南省长沙市（星沙）经济技术开发区毛塘工业园,2038,仅定位至城市，县区待核,,
长沙电力职业技术学院,湖南省长沙市经济技术开发区盼盼路（泉塘）,2031,仅定位至城市，县区待核,,
湖南理工职业技术学院,湖南省湘潭市建设路口河东大道10号,2029,仅定位至城市，县区待核,,
益阳职业技术学院,校本部：湖南省益阳市迎风桥镇新塘村,2027,仅定位至城市，县区待核,,
湖南机电职业技术学院,湖南省长沙市万家丽北路一段359号,2016,仅定位至城市，县区待核,,
湖南艺术职业学院,湖南省长沙市经济开发区（星沙街道）特立东路719号,2015,仅定位至城市，县区待核,,
湖南网络工程职业学院,湖南省长沙市青园路168号,2005,仅定位至城市，县区待核,,
湖南工程职业技术学院,湖南省长沙市万家丽北路水渡河100号,2003,仅定位至城市，县区待核,,
湖南交通职业技术学院,湖南省长沙市黄兴镇湖南交通职业技术学院,2000,仅定位至城市，县区待核,,
湖南大众传媒职业技术学院,湖南省长沙市星沙经济技术开发区天华路322号,1996,仅定位至城市，县区待核,,
湖南女子学院,湖南省长沙市中意一路160号,1995,仅定位至城市，县区待核,,
湖南工业职业技术学院,湖南省长沙市湘江新区含浦中路80号,1993,仅定位至城市，县区待核,,
益阳医学高等专科学校,湖南省益阳市迎宾东路516号,1991,仅定位至城市，县区待核,,
长沙师范学院,南校区：湖南省长沙市星沙特立路9号,1990,仅定位至城市，县区待核,,
长沙师范学院,北校区：湖南省长沙市安沙万花园路9号,1990,仅定位至城市，县区待核,,
湖南医药学院,锦溪校区：湖南省怀化市锦溪南路492号,1987,仅定位至城市，县区待核,,
湖南医药学院,金海校区：湖南省怀化市怀东路,1987,仅定位至城市，县区待核,,
湖南警察学院,湖南省长沙市经济技术开发区远大三路九号,1986,仅定位至城市，县区待核,,
湖南财政经济学院,校本部：湖南省长沙市湘江新区枫林二路139号,1985,仅定位至城市，县区待核,,
湖南财政经济学院,雷锋校区：湖南省长沙市湘江新区雷锋街道黄桥大道,1985,仅定位至城市，县区待核,,
湖北科技职业学院,关山校区：湖北省武汉市东湖高新技术开发区软件园路2号,1982,仅定位至城市，县区待核,,
黄冈科技职业学院,遗爱湖校区：湖北省黄冈市东坡大道62号,1981,仅定位至城市，县区待核,,
武汉科技职业学院,湖北省武汉市徐东余家头铁机路特2号,1980,仅定位至城市，县区待核,,
武汉信息传播职业技术学院,湖北省武汉市光谷东湖高新技术开发区庙山科技园,1979,仅定位至城市，县区待核,,
武汉生物工程学院,湖北省武汉市武汉长江新区汉施路1号,1975,仅定位至城市，县区待核,,
武汉晴川学院,湖北省武汉市东湖高新技术开发区中华科技产业园玉屏大道9号,1974,仅定位至城市，县区待核,,
长江大学文理学院,湖北省荆州市学苑路33号,1972,仅定位至城市，县区待核,,
湖北商贸学院,咸宁校区：湖北省咸宁市高新区贺胜路508号,1966,仅定位至城市，县区待核,,
三峡电力职业学院,湖北省宜昌市绿萝路36号,1961,仅定位至城市，县区待核,,
江汉艺术职业学院,湖北省潜江市师范路16号,1957,第三方档案县区代码（非官网核验）,,
咸宁职业技术学院,湖北省咸宁市咸宁大道118号,1956,仅定位至城市，县区待核,,
武汉软件工程职业学院,光谷校区：湖北省武汉市东湖新技术开发区光谷大道117号,1952,仅定位至城市，县区待核,,
湖北轻工职业技术学院,湖北省武汉市洪山石牌岭东2路5号,1951,仅定位至城市，县区待核,,
仙桃职业学院,湖北省仙桃市纺织大道8号,1950,第三方档案县区代码（非官网核验）,,
湖北工业职业技术学院,湖北省十堰市北京中路38号,1946,仅定位至城市，县区待核,,
郑州电力职业技术学院,校本部：河南省郑州市新区商都大街东段1933号,1944,仅定位至城市，县区待核,,
郑州电力职业技术学院,祥符校区：河南省开封市产城融合示范区电力路1号,1944,仅定位至城市，县区待核,,
豫北医学院,平原校区：河南省新乡市平原示范区长江大道15号,1941,仅定位至城市，县区待核,,
豫北医学院,新乡校区：河南省新乡市向阳路东段688号,1941,仅定位至城市，县区待核,,
河南工业贸易职业学院,龙湖校区：河南省郑州市新郑龙湖大学城祥云路76号,1940,仅定位至城市，县区待核,,
郑州职业技术学院,河南省郑州市郑上路081号,1939,仅定位至城市，县区待核,,
河南农业职业学院,校本部：河南省郑州市中牟青年西路38号,1938,仅定位至城市，县区待核,,
河南农业职业学院,洛阳校区：河南省洛阳市启明西路2号,1938,仅定位至城市，县区待核,,
河南交通职业技术学院,南校区：河南省郑州市航海中路165号,1937,仅定位至城市，县区待核,,
河南交通职业技术学院,东校区：河南省郑州市郑东新区白沙职教园区通惠路259号,1937,仅定位至城市，县区待核,,
郑州信息科技职业学院,龙子湖校区：河南省郑州市郑东新区龙子湖北路36号,1932,仅定位至城市，县区待核,,
郑州信息科技职业学院,黄河路校区：河南省郑州市郑东新区黄河路124号,1932,仅定位至城市，县区待核,,
河南质量工程职业学院,校本部：河南省平顶山市姚电大道中段23号,1931,仅定位至城市，县区待核,,
河南检察职业学院,河南省郑州市新郑龙湖镇大学园区双湖大道一号,1930,仅定位至城市，县区待核,,
河南司法警官职业学院,河南省郑州市郑龙新区龙子湖高校园区,1929,仅定位至城市，县区待核,,
济源职业技术学院,沁园校区：河南省济源市济源大道中段88号,1928,仅定位至城市，县区待核,,
济源职业技术学院,高新校区：河南省济源市黄河大道东段677号,1928,仅定位至城市，县区待核,,
周口职业技术学院,开元校区：河南省周口市开元大道1号,1927,仅定位至城市，县区待核,,
周口职业技术学院,中州校区：河南省周口市中州大道北段455号,1927,仅定位至城市，县区待核,,
周口职业技术学院,文昌校区：河南省周口市文昌大道东段,1927,仅定位至城市，县区待核,,
焦作大学,南校区：河南省焦作市人民路3066号,1923,仅定位至城市，县区待核,,
焦作大学,北校区：河南省焦作市工业路458号,1923,仅定位至城市，县区待核,,
郑州工程技术学院,航海校区：河南省郑州市京广南路1号,1922,仅定位至城市，县区待核,,
郑州工程技术学院,龙子湖校区：河南省郑州市郑东新区王新街9号,1922,仅定位至城市，县区待核,,
焦作师范高等专科学校,山阳路校区：河南省焦作市山阳路998号,1921,仅定位至城市，县区待核,,
河南财政金融学院,龙子湖校区：河南省郑州市郑东新区龙子湖北路22号,1920,仅定位至城市，县区待核,,
河南财政金融学院,象湖校区：河南省郑州市郑东新区郑开大道76号,1920,仅定位至城市，县区待核,,
西藏职业技术学院,西校区：西藏自治区拉萨市金珠中路金农巷5号,1918,仅定位至城市，县区待核,,
西藏职业技术学院,北校区：西藏自治区拉萨市夺底路34号,1918,仅定位至城市，县区待核,,
西藏警官高等专科学校,西藏自治区拉萨市夺底路68号,1916,仅定位至城市，县区待核,,
福州理工学院,连江校区：福建省福州市连江西江滨大道8号,1913,仅定位至城市，县区待核,,
泉州华光职业学院,台商校区：福建省泉州市台商投资区洛阳大道489号,1912,仅定位至城市，县区待核,,
厦门东海职业技术学院,福建省厦门市同安文教区五显中路280号,1906,仅定位至城市，县区待核,,
漳州科技职业学院,福建省漳州市国道324线 （厦深高铁漳浦站）旁,1905,仅定位至城市，县区待核,,
厦门南洋职业学院,福建省厦门市翔安文教区洪钟大道5068号,1904,仅定位至城市，县区待核,,
厦门华厦学院,福建省厦门市集美文教区天马路288号,1897,仅定位至城市，县区待核,,
闽南理工学院,宝盖校区：福建省泉州市石狮宝盖风景区龙景路1号,1895,仅定位至城市，县区待核,,
闽南理工学院,蚶江校区：福建省泉州市石狮厝仔工业区,1895,仅定位至城市，县区待核,,
福建师范大学协和学院,福建省福州市闽侯上街大学城学府南路68号,1890,仅定位至城市，县区待核,,
阳光学院,校本部：福建省福州市经济技术开发区登龙路99号,1889,仅定位至城市，县区待核,,
厦门大学嘉庚学院,建漳州招商局经济技术开发区厦门大学漳州校区嘉庚学院,1888,仅定位至城市，县区待核,,
宁德职业技术学院,福建省宁德市福安福泰路232号,1884,仅定位至城市，县区待核,,
福建卫生职业技术学院,福建省福州市闽侯荆溪关口366号,1873,仅定位至城市，县区待核,,
福建信息职业技术学院,平潭校区：平潭综合实验区麒麟大道西段1号,1869,仅定位至城市，县区待核,,
福州职业技术大学,旗山校区：福建省福州市大学城联榕路8号,1867,仅定位至城市，县区待核,,
宁德师范学院,东侨校区：福建省宁德市东侨经济开发区学院路1号,1860,仅定位至城市，县区待核,,
阜阳科技职业学院,安徽省阜阳市清河西路99号,1854,仅定位至城市，县区待核,,
民办合肥财经职业学院,安徽省合肥市大学城方兴大道998号,1853,仅定位至城市，县区待核,,
安徽绿海商务职业学院,安徽省合肥市经济技术开发区合安路68号,1851,仅定位至城市，县区待核,,
合肥共达职业技术学院,安徽省合肥新站高新技术产业开发区九顶山路68号,1850,仅定位至城市，县区待核,,
安徽新华学院,安徽省合肥市高新区望江西路555号,1848,仅定位至城市，县区待核,,
安徽三联学院,主校区：安徽省合肥市经济技术开发区合安路47号,1847,仅定位至城市，县区待核,,
安徽工业职业技术学院,天井湖校区：安徽省铜陵市长江西路274号,1845,仅定位至城市，县区待核,,
安徽工业职业技术学院,西湖校区：安徽省铜陵市翠湖四路东段3999号,1845,仅定位至城市，县区待核,,
安徽新闻出版职业技术学院,安徽省合肥市经济技术开发区繁华大道220号（明珠广场东1公里）,1843,仅定位至城市，县区待核,,
安徽审计职业学院,方兴校区：安徽省合肥市经济技术开发区方兴大道509号,1842,仅定位至城市，县区待核,,
安徽林业职业技术学院,蜀山校区：安徽省合肥市玉兰大道99号,1841,仅定位至城市，县区待核,,
安徽林业职业技术学院,包河校区：安徽省合肥市徽州大道1070号,1841,仅定位至城市，县区待核,,
安徽国际商务职业学院,安徽省合肥市双凤开发区魏武路001号,1839,仅定位至城市，县区待核,,
安徽财贸职业学院,翡翠校区：安徽省合肥市翡翠路900号,1838,仅定位至城市，县区待核,,
安徽艺术职业学院,丹霞路校区：安徽省合肥市经济技术开发区丹霞路8号,1837,仅定位至城市，县区待核,,
安庆职业技术学院,安徽省安庆市天柱山东路99号,1836,仅定位至城市，县区待核,,
安徽国防科技职业学院,安徽省六安市梅山中路56号,1835,仅定位至城市，县区待核,,
亳州职业技术学院,安徽省亳州市药都路1625号,1834,仅定位至城市，县区待核,,
安徽中澳科技职业学院,新桥校区：安徽省新桥国际产业园迎宾大道199号,1833,仅定位至城市，县区待核,,
安徽工商职业学院,双凤校区：安徽省合肥市双凤经济开发区金宁路北16号,1832,仅定位至城市，县区待核,,
安徽城市管理职业学院,新站校区：合肥市新站高新区淮海大道300号,1830,仅定位至城市，县区待核,,
安徽城市管理职业学院,新桥校区：安徽省寿县新桥国际产业园迎宾大道与共建路西南侧,1830,仅定位至城市，县区待核,,
安徽城市管理职业学院,经开校区：安徽省合肥市经济技术开发区耕云路158号,1830,仅定位至城市，县区待核,,
安徽冶金科技职业学院,南校区：安徽省马鞍山市湖西南路555号,1829,仅定位至城市，县区待核,,
安徽广播影视职业技术学院,安徽省合肥市新站区文忠路与学府路交口,1827,仅定位至城市，县区待核,,
宣城职业技术学院,敬亭山校区：安徽省宣城市薰化路698号,1826,仅定位至城市，县区待核,,
池州职业技术学院,安徽省池州市建设西路389号,1825,仅定位至城市，县区待核,,
滁州职业技术学院,安徽省滁州市丰乐大道2188号,1824,仅定位至城市，县区待核,,
合肥职业技术学院,汇心湖校区：合肥市新站区岱河路2号,1823,仅定位至城市，县区待核,,
安徽交通职业技术学院,新桥校区：安徽省新桥国际产业园寿州大道16号,1821,仅定位至城市，县区待核,,
安徽电子信息职业技术学院,安徽省蚌埠市大学园区曹山路1000号,1820,仅定位至城市，县区待核,,
宿州职业技术学院,安徽省宿州市宿符路,1818,仅定位至城市，县区待核,,
安徽工业经济职业技术学院,安徽省合肥市祁门路66号,1815,仅定位至城市，县区待核,,
铜陵职业技术学院,安徽省铜陵市翠湖四路2689号,1812,仅定位至城市，县区待核,,
阜阳职业技术学院,安徽省阜阳市清河西路1066号,1811,仅定位至城市，县区待核,,
安徽水利水电职业技术学院,安徽省合肥市东门合马路18号,1810,仅定位至城市，县区待核,,
芜湖职业技术大学,文津校区：安徽省芜湖市文津西路201号,1807,仅定位至城市，县区待核,,
芜湖职业技术大学,银湖校区：安徽省芜湖市银湖北路62号,1807,仅定位至城市，县区待核,,
芜湖职业技术大学,白马校区：安徽省芜湖市长江南路与白马山路交汇处,1807,仅定位至城市，县区待核,,
安徽中医药高等专科学校,安徽省芜湖市乌霞山西路18号,1802,仅定位至城市，县区待核,,
合肥师范学院,三孝口校区：安徽省合肥市金寨路327号,1801,仅定位至城市，县区待核,,
合肥师范学院,滨湖校区：安徽省合肥市黄麓科教园区书香路,1801,仅定位至城市，县区待核,,
合肥师范学院,锦绣校区：安徽省合肥市经济技术开发区莲花路1688号,1801,仅定位至城市，县区待核,,
池州学院,安徽省池州市教育园区,1800,仅定位至城市，县区待核,,
浙江育英职业技术学院,浙江省杭州市经济技术开发区（下沙高教园区）4号大街16号,1793,仅定位至城市，县区待核,,
浙江国际海运职业技术学院,新城校区：浙江省舟山市临城新区海天大道268号,1789,仅定位至城市，县区待核,,
宁波卫生职业技术学院,浙江省宁波市高教园区（南区）学府路51号,1787,仅定位至城市，县区待核,,
浙江邮电职业技术学院,绍兴校区：浙江省绍兴市滨海新城开元东路88号,1786,仅定位至城市，县区待核,,
嘉兴职业技术学院,浙江省嘉兴市桐乡大道547号,1781,仅定位至城市，县区待核,,
浙江工业职业技术学院,梅山校区：浙江省绍兴市曲屯路151号,1779,仅定位至城市，县区待核,,
浙江工业职业技术学院,镜湖校区：浙江省绍兴市站前大道2685号,1779,仅定位至城市，县区待核,,
浙江旅游职业学院,杭州校区：浙江省杭州市萧山高教园区耕文路399号,1777,仅定位至城市，县区待核,,
浙江工贸职业技术学院,瓯江口校区：浙江省温州市瓯江口产业集聚区雁云路301号,1774,仅定位至城市，县区待核,,
浙江交通职业技术学院,杭州校区：浙江省杭州市古墩路1516号,1769,仅定位至城市，县区待核,,
浙江交通职业技术学院,长兴校区：浙江省湖州市林城镇新林北路39号,1769,仅定位至城市，县区待核,,
温州职业技术大学,高教园区校区：浙江省温州市茶山高教园区（温州大学城）,1768,仅定位至城市，县区待核,,
宁波职业技术大学,本部校区：浙江省宁波经济技术开发区庐山东路388号,1767,仅定位至城市，县区待核,,
浙江药科职业大学,鄞州校区：浙江省宁波市鄞县大道东段888号,1765,仅定位至城市，县区待核,,
浙江警察学院,临安校区：浙江省杭州市临安锦北街道农林大路2559号,1763,仅定位至城市，县区待核,,
北海艺术设计学院,广西壮族自治区北海市新世纪大道1号,1758,仅定位至城市，县区待核,,
广西城市职业大学,空港校区：广西壮族自治区南宁空港经济区同正大道655号,1756,仅定位至城市，县区待核,,
百色职业学院,第一校区：百色市城东路群来坡巷161号,1754,仅定位至城市，县区待核,,
广西电力职业技术学院,科园校区：广西壮族自治区南宁市科园大道39号,1752,仅定位至城市，县区待核,,
广西农业职业技术大学,西校区：广西壮族自治区南宁市大学东路176号,1744,仅定位至城市，县区待核,,
广西农业职业技术大学,东校区：广西南宁市邕武路24号,1744,仅定位至城市，县区待核,,
广西国际商务职业技术学院,大学路校区：广西壮族自治区南宁市大学东路168号,1743,仅定位至城市，县区待核,,
广西国际商务职业技术学院,东盟经开区校区：广西壮族自治区南宁市东盟经济技术开发区发展大道109号,1743,仅定位至城市，县区待核,,
